?SNDlib native format; type: network; version: 1.0
# network germany50

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  192.169.2.1 ( 6.04 50.76 )
  192.169.2.2 ( 10.90 48.33 )
  192.169.2.3 ( 11.59 49.93 )
  192.169.2.4 ( 13.39 52.52 )
  192.169.2.5 ( 8.50 52.04 )
  192.169.2.6 ( 10.55 52.28 )
  192.169.2.7 ( 8.85 53.11 )
  192.169.2.8 ( 8.58 53.54 )
  192.169.2.9 ( 12.93 50.84 )
  192.169.2.10 ( 8.65 49.89 )
  192.169.2.11 ( 7.45 51.51 )
  192.169.2.12 ( 13.73 51.03 )
  192.169.2.13 ( 6.77 51.25 )
  192.169.2.14 ( 11.04 50.98 )
  192.169.2.15 ( 7.02 51.46 )
  192.169.2.16 ( 9.45 54.77 ) IT ( 20 10240 3200 )
  192.169.2.17 ( 8.71 50.12 )
  192.169.2.18 ( 7.80 47.98 ) IT ( 20 10240 3200 )
  192.169.2.19 ( 9.69 50.56 )
  192.169.2.20 ( 8.67 50.57 )
  192.169.2.21 ( 13.40 54.09 )
  192.169.2.22 ( 9.99 53.57 )
  192.169.2.23 ( 9.72 52.38 )
  192.169.2.24 ( 7.75 49.43 )
  192.169.2.25 ( 8.41 49.01 )
  192.169.2.26 ( 9.51 51.32 )
  192.169.2.27 ( 10.32 47.72 )
  192.169.2.28 ( 10.12 54.34 )
  192.169.2.29 ( 7.52 50.40 )
  192.169.2.30 ( 6.87 50.94 )
  192.169.2.31 ( 9.18 47.66 )
  192.169.2.32 ( 12.38 51.34 )
  192.169.2.33 ( 11.64 52.14 )
  192.169.2.34 ( 8.49 49.49 )
  192.169.2.35 ( 11.57 48.15 )
  192.169.2.36 ( 7.60 51.97 )
  192.169.2.37 ( 7.21 53.60 ) IT ( 20 10240 3200 )
  192.169.2.38 ( 11.03 49.57 )
  192.169.2.39 ( 8.21 53.11 )
  192.169.2.40 ( 8.03 52.28 )
  192.169.2.41 ( 13.46 48.57 ) IT ( 20 10240 3200 )
  192.169.2.42 ( 12.09 49.00 )
  192.169.2.43 ( 7.03 49.23 )
  192.169.2.44 ( 11.45 53.55 )
  192.169.2.45 ( 8.03 50.91 )
  192.169.2.46 ( 9.10 48.74 )
  192.169.2.47 ( 6.68 49.75 )
  192.169.2.48 ( 9.99 48.40 )
  192.169.2.49 ( 6.37 51.39 )
  192.169.2.50 ( 9.97 49.78 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L24 ( 192.169.2.44 192.169.2.4 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L25 ( 192.169.2.33 192.169.2.4 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L26 ( 192.169.2.21 192.169.2.4 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L27 ( 192.169.2.12 192.169.2.32 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L28 ( 192.169.2.14 192.169.2.32 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L29 ( 192.169.2.33 192.169.2.32 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L30 ( 192.169.2.3 192.169.2.32 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L31 ( 192.169.2.14 192.169.2.12 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L32 ( 192.169.2.9 192.169.2.12 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L33 ( 192.169.2.9 192.169.2.14 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L34 ( 192.169.2.26 192.169.2.14 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L35 ( 192.169.2.50 192.169.2.14 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L36 ( 192.169.2.3 192.169.2.9 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L37 ( 192.169.2.33 192.169.2.44 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L38 ( 192.169.2.21 192.169.2.44 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L39 ( 192.169.2.22 192.169.2.44 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L40 ( 192.169.2.28 192.169.2.44 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L41 ( 192.169.2.6 192.169.2.33 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L42 ( 192.169.2.28 192.169.2.22 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L43 ( 192.169.2.23 192.169.2.22 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L44 ( 192.169.2.6 192.169.2.22 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L45 ( 192.169.2.39 192.169.2.7 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L46 ( 192.169.2.8 192.169.2.7 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L47 ( 192.169.2.23 192.169.2.7 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L48 ( 192.169.2.16 192.169.2.28 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L49 ( 192.169.2.37 192.169.2.39 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L50 ( 192.169.2.40 192.169.2.39 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L51 ( 192.169.2.8 192.169.2.16 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L52 ( 192.169.2.5 192.169.2.23 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L53 ( 192.169.2.6 192.169.2.23 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L54 ( 192.169.2.40 192.169.2.23 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L55 ( 192.169.2.6 192.169.2.5 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L56 ( 192.169.2.26 192.169.2.6 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L57 ( 192.169.2.20 192.169.2.26 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L58 ( 192.169.2.19 192.169.2.26 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L59 ( 192.169.2.10 192.169.2.17 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L60 ( 192.169.2.20 192.169.2.17 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L61 ( 192.169.2.19 192.169.2.17 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L62 ( 192.169.2.34 192.169.2.10 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L63 ( 192.169.2.24 192.169.2.10 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L64 ( 192.169.2.25 192.169.2.34 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L65 ( 192.169.2.43 192.169.2.24 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L66 ( 192.169.2.25 192.169.2.24 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L67 ( 192.169.2.19 192.169.2.20 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L68 ( 192.169.2.43 192.169.2.47 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L69 ( 192.169.2.50 192.169.2.19 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L70 ( 192.169.2.25 192.169.2.43 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L71 ( 192.169.2.25 192.169.2.46 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L72 ( 192.169.2.48 192.169.2.46 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L73 ( 192.169.2.31 192.169.2.46 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L74 ( 192.169.2.50 192.169.2.46 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L75 ( 192.169.2.18 192.169.2.25 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L76 ( 192.169.2.2 192.169.2.48 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L77 ( 192.169.2.18 192.169.2.31 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L78 ( 192.169.2.27 192.169.2.31 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L79 ( 192.169.2.2 192.169.2.35 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L80 ( 192.169.2.27 192.169.2.35 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L81 ( 192.169.2.41 192.169.2.35 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L82 ( 192.169.2.38 192.169.2.35 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L83 ( 192.169.2.42 192.169.2.35 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L84 ( 192.169.2.50 192.169.2.2 ) 0.00 0.00 0.00 0.00 ( 40.00 4150.00 )
  L85 ( 192.169.2.42 192.169.2.41 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L86 ( 192.169.2.3 192.169.2.38 ) 0.00 0.00 0.00 0.00 ( 40.00 3290.00 )
  L87 ( 192.169.2.50 192.169.2.38 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
  L88 ( 192.169.2.42 192.169.2.38 ) 0.00 0.00 0.00 0.00 ( 40.00 3720.00 )
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Essen_Duesseldorf ( 192.169.2.15 192.169.2.13 ) 1 34.00 UNLIMITED
  Essen_Koeln ( 192.169.2.15 192.169.2.30 ) 1 9.00 UNLIMITED
  Essen_Dortmund ( 192.169.2.15 192.169.2.11 ) 1 9.00 UNLIMITED
  Essen_Aachen ( 192.169.2.15 192.169.2.1 ) 1 2.00 UNLIMITED
  Essen_Muenster ( 192.169.2.15 192.169.2.36 ) 1 2.00 UNLIMITED
  Essen_Koblenz ( 192.169.2.15 192.169.2.29 ) 1 2.00 UNLIMITED
  Essen_Siegen ( 192.169.2.15 192.169.2.45 ) 1 2.00 UNLIMITED
  Essen_Wesel ( 192.169.2.15 192.169.2.49 ) 1 2.00 UNLIMITED
  Essen_Berlin ( 192.169.2.15 Berlin ) 1 2.00 UNLIMITED
  Essen_Leipzig ( 192.169.2.15 192.169.2.32 ) 1 2.00 UNLIMITED
  Essen_Dresden ( 192.169.2.15 192.169.2.12 ) 1 2.00 UNLIMITED
  Essen_Erfurt ( 192.169.2.15 192.169.2.14 ) 1 2.00 UNLIMITED
  Essen_Chemnitz ( 192.169.2.15 192.169.2.9 ) 1 2.00 UNLIMITED
  Essen_Schwerin ( 192.169.2.15 192.169.2.44 ) 1 2.00 UNLIMITED
  Essen_Magdeburg ( 192.169.2.15 192.169.2.33 ) 1 2.00 UNLIMITED
  Essen_Hamburg ( 192.169.2.15 192.169.2.22 ) 1 2.00 UNLIMITED
  Essen_Bremen ( 192.169.2.15 192.169.2.7 ) 1 2.00 UNLIMITED
  Essen_Kiel ( 192.169.2.15 192.169.2.28 ) 1 2.00 UNLIMITED
  Essen_Norden ( 192.169.2.15 192.169.2.37 ) 1 2.00 UNLIMITED
  Essen_Hannover ( 192.169.2.15 192.169.2.23 ) 1 2.00 UNLIMITED
  Essen_Bielefeld ( 192.169.2.15 192.169.2.5 ) 1 2.00 UNLIMITED
  Essen_Osnabrueck ( 192.169.2.15 192.169.2.40 ) 1 2.00 UNLIMITED
  Essen_Frankfurt ( 192.169.2.15 192.169.2.17 ) 1 2.00 UNLIMITED
  Essen_Darmstadt ( 192.169.2.15 192.169.2.10 ) 1 2.00 UNLIMITED
  Essen_Mannheim ( 192.169.2.15 192.169.2.34 ) 1 2.00 UNLIMITED
  Essen_Saarbruecken ( 192.169.2.15 192.169.2.43 ) 1 2.00 UNLIMITED
  Essen_Stuttgart ( 192.169.2.15 192.169.2.46 ) 1 2.00 UNLIMITED
  Essen_Karlsruhe ( 192.169.2.15 192.169.2.25 ) 1 2.00 UNLIMITED
  Essen_Muenchen ( 192.169.2.15 192.169.2.35 ) 1 2.00 UNLIMITED
  Essen_Augsburg ( 192.169.2.15 192.169.2.2 ) 1 2.00 UNLIMITED
  Essen_Nuernberg ( 192.169.2.15 192.169.2.38 ) 1 2.00 UNLIMITED
  Essen_Wuerzburg ( 192.169.2.15 192.169.2.50 ) 1 2.00 UNLIMITED
  Duesseldorf_Koeln ( 192.169.2.13 192.169.2.30 ) 1 76.00 UNLIMITED
  Duesseldorf_Dortmund ( 192.169.2.13 192.169.2.11 ) 1 25.00 UNLIMITED
  Duesseldorf_Aachen ( 192.169.2.13 192.169.2.1 ) 1 3.00 UNLIMITED
  Duesseldorf_Muenster ( 192.169.2.13 192.169.2.36 ) 1 6.00 UNLIMITED
  Duesseldorf_Koblenz ( 192.169.2.13 192.169.2.29 ) 1 2.00 UNLIMITED
  Duesseldorf_Siegen ( 192.169.2.13 192.169.2.45 ) 1 2.00 UNLIMITED
  Duesseldorf_Wesel ( 192.169.2.13 192.169.2.49 ) 1 5.00 UNLIMITED
  Duesseldorf_Berlin ( 192.169.2.13 Berlin ) 1 4.00 UNLIMITED
  Duesseldorf_Leipzig ( 192.169.2.13 192.169.2.32 ) 1 2.00 UNLIMITED
  Duesseldorf_Dresden ( 192.169.2.13 192.169.2.12 ) 1 2.00 UNLIMITED
  Duesseldorf_Erfurt ( 192.169.2.13 192.169.2.14 ) 1 2.00 UNLIMITED
  Duesseldorf_Schwerin ( 192.169.2.13 192.169.2.44 ) 1 2.00 UNLIMITED
  Duesseldorf_Magdeburg ( 192.169.2.13 192.169.2.33 ) 1 2.00 UNLIMITED
  Duesseldorf_Greifswald ( 192.169.2.13 192.169.2.21 ) 1 2.00 UNLIMITED
  Duesseldorf_Hamburg ( 192.169.2.13 192.169.2.22 ) 1 15.00 UNLIMITED
  Duesseldorf_Bremen ( 192.169.2.13 192.169.2.7 ) 1 2.00 UNLIMITED
  Duesseldorf_Kiel ( 192.169.2.13 192.169.2.28 ) 1 2.00 UNLIMITED
  Duesseldorf_Oldenburg ( 192.169.2.13 192.169.2.39 ) 1 2.00 UNLIMITED
  Duesseldorf_Flensburg ( 192.169.2.13 192.169.2.16 ) 1 2.00 UNLIMITED
  Duesseldorf_Bremerhaven ( 192.169.2.13 192.169.2.8 ) 1 2.00 UNLIMITED
  Duesseldorf_Norden ( 192.169.2.13 192.169.2.37 ) 1 2.00 UNLIMITED
  Duesseldorf_Hannover ( 192.169.2.13 192.169.2.23 ) 1 19.00 UNLIMITED
  Duesseldorf_Bielefeld ( 192.169.2.13 192.169.2.5 ) 1 4.00 UNLIMITED
  Duesseldorf_Braunschweig ( 192.169.2.13 192.169.2.6 ) 1 2.00 UNLIMITED
  Duesseldorf_Osnabrueck ( 192.169.2.13 192.169.2.40 ) 1 2.00 UNLIMITED
  Duesseldorf_Kassel ( 192.169.2.13 192.169.2.26 ) 1 2.00 UNLIMITED
  Duesseldorf_Frankfurt ( 192.169.2.13 192.169.2.17 ) 1 33.00 UNLIMITED
  Duesseldorf_Darmstadt ( 192.169.2.13 192.169.2.10 ) 1 2.00 UNLIMITED
  Duesseldorf_Mannheim ( 192.169.2.13 192.169.2.34 ) 1 2.00 UNLIMITED
  Duesseldorf_Giessen ( 192.169.2.13 192.169.2.20 ) 1 2.00 UNLIMITED
  Duesseldorf_Trier ( 192.169.2.13 192.169.2.47 ) 1 2.00 UNLIMITED
  Duesseldorf_Fulda ( 192.169.2.13 192.169.2.19 ) 1 2.00 UNLIMITED
  Duesseldorf_Saarbruecken ( 192.169.2.13 192.169.2.43 ) 1 2.00 UNLIMITED
  Duesseldorf_Stuttgart ( 192.169.2.13 192.169.2.46 ) 1 5.00 UNLIMITED
  Duesseldorf_Karlsruhe ( 192.169.2.13 192.169.2.25 ) 1 2.00 UNLIMITED
  Duesseldorf_Ulm ( 192.169.2.13 192.169.2.48 ) 1 2.00 UNLIMITED
  Duesseldorf_Freiburg ( 192.169.2.13 192.169.2.18 ) 1 2.00 UNLIMITED
  Duesseldorf_Muenchen ( 192.169.2.13 192.169.2.35 ) 1 4.00 UNLIMITED
  Duesseldorf_Augsburg ( 192.169.2.13 192.169.2.2 ) 1 2.00 UNLIMITED
  Duesseldorf_Nuernberg ( 192.169.2.13 192.169.2.38 ) 1 2.00 UNLIMITED
  Duesseldorf_Wuerzburg ( 192.169.2.13 192.169.2.50 ) 1 2.00 UNLIMITED
  Duesseldorf_Regensburg ( 192.169.2.13 192.169.2.42 ) 1 2.00 UNLIMITED
  Koeln_Dortmund ( 192.169.2.30 192.169.2.11 ) 1 13.00 UNLIMITED
  Koeln_Aachen ( 192.169.2.30 192.169.2.1 ) 1 10.00 UNLIMITED
  Koeln_Muenster ( 192.169.2.30 192.169.2.36 ) 1 2.00 UNLIMITED
  Koeln_Koblenz ( 192.169.2.30 192.169.2.29 ) 1 5.00 UNLIMITED
  Koeln_Siegen ( 192.169.2.30 192.169.2.45 ) 1 4.00 UNLIMITED
  Koeln_Wesel ( 192.169.2.30 192.169.2.49 ) 1 2.00 UNLIMITED
  Koeln_Berlin ( 192.169.2.30 Berlin ) 1 11.00 UNLIMITED
  Koeln_Leipzig ( 192.169.2.30 192.169.2.32 ) 1 3.00 UNLIMITED
  Koeln_Dresden ( 192.169.2.30 192.169.2.12 ) 1 2.00 UNLIMITED
  Koeln_Erfurt ( 192.169.2.30 192.169.2.14 ) 1 2.00 UNLIMITED
  Koeln_Chemnitz ( 192.169.2.30 192.169.2.9 ) 1 2.00 UNLIMITED
  Koeln_Schwerin ( 192.169.2.30 192.169.2.44 ) 1 2.00 UNLIMITED
  Koeln_Magdeburg ( 192.169.2.30 192.169.2.33 ) 1 2.00 UNLIMITED
  Koeln_Hamburg ( 192.169.2.30 192.169.2.22 ) 1 5.00 UNLIMITED
  Koeln_Bremen ( 192.169.2.7eln 192.169.2.7 ) 1 2.00 UNLIMITED
  Koeln_Kiel ( 192.169.2.30 192.169.2.28 ) 1 2.00 UNLIMITED
  Koeln_Oldenburg ( 192.169.2.30 192.169.2.39 ) 1 2.00 UNLIMITED
  Koeln_Bremerhaven ( 192.169.2.30 192.169.2.8 ) 1 2.00 UNLIMITED
  Koeln_Norden ( 192.169.2.30 192.169.2.37 ) 1 2.00 UNLIMITED
  Koeln_Hannover ( 192.169.2.30 192.169.2.23 ) 1 12.00 UNLIMITED
  Koeln_Bielefeld ( 192.169.2.30 192.169.2.5 ) 1 2.00 UNLIMITED
  Koeln_Braunschweig ( 192.169.2.30 192.169.2.6 ) 1 2.00 UNLIMITED
  Koeln_Osnabrueck ( 192.169.2.30 192.169.2.40 ) 1 2.00 UNLIMITED
  Koeln_Kassel ( 192.169.2.30 192.169.2.26 ) 1 2.00 UNLIMITED
  Koeln_Frankfurt ( 192.169.2.30 192.169.2.17 ) 1 28.00 UNLIMITED
  Koeln_Darmstadt ( 192.169.2.30 192.169.2.10 ) 1 2.00 UNLIMITED
  Koeln_Mannheim ( 192.169.2.30 192.169.2.34 ) 1 2.00 UNLIMITED
  Koeln_Kaiserslautern ( 192.169.2.30 192.169.2.24 ) 1 2.00 UNLIMITED
  Koeln_Giessen ( 192.169.2.30 192.169.2.20 ) 1 2.00 UNLIMITED
  Koeln_Trier ( 192.169.2.30 192.169.2.47 ) 1 5.00 UNLIMITED
  Koeln_Fulda ( 192.169.2.30 192.169.2.19 ) 1 2.00 UNLIMITED
  Koeln_Saarbruecken ( 192.169.2.30 192.169.2.43 ) 1 2.00 UNLIMITED
  Koeln_Stuttgart ( 192.169.2.30 192.169.2.46 ) 1 7.00 UNLIMITED
  Koeln_Karlsruhe ( 192.169.2.30 192.169.2.25 ) 1 2.00 UNLIMITED
  Koeln_Ulm ( 192.169.2.30 192.169.2.48 ) 1 2.00 UNLIMITED
  Koeln_Konstanz ( 192.169.2.30 192.169.2.31 ) 1 2.00 UNLIMITED
  Koeln_Freiburg ( 192.169.2.30 192.169.2.18 ) 1 2.00 UNLIMITED
  Koeln_Muenchen ( 192.169.2.30 192.169.2.35 ) 1 3.00 UNLIMITED
  Koeln_Augsburg ( 192.169.2.30 192.169.2.2 ) 1 2.00 UNLIMITED
  Koeln_Kempten ( 192.169.2.30 192.169.2.27 ) 1 2.00 UNLIMITED
  Koeln_Nuernberg ( 192.169.2.30 192.169.2.38 ) 1 3.00 UNLIMITED
  Koeln_Bayreuth ( 192.169.2.30 192.169.2.3 ) 1 2.00 UNLIMITED
  Koeln_Wuerzburg ( 192.169.2.30 192.169.2.50 ) 1 2.00 UNLIMITED
  Koeln_Regensburg ( 192.169.2.30 192.169.2.42 ) 1 2.00 UNLIMITED
  Dortmund_Aachen ( 192.169.2.11 192.169.2.1 ) 1 2.00 UNLIMITED
  Dortmund_Muenster ( 192.169.2.11 192.169.2.36 ) 1 6.00 UNLIMITED
  Dortmund_Koblenz ( 192.169.2.11 192.169.2.29 ) 1 2.00 UNLIMITED
  Dortmund_Siegen ( 192.169.2.11 192.169.2.45 ) 1 5.00 UNLIMITED
  Dortmund_Wesel ( 192.169.2.11 192.169.2.49 ) 1 2.00 UNLIMITED
  Dortmund_Berlin ( 192.169.2.11 Berlin ) 1 2.00 UNLIMITED
  Dortmund_Leipzig ( 192.169.2.11 192.169.2.32 ) 1 5.00 UNLIMITED
  Dortmund_Dresden ( 192.169.2.11 192.169.2.12 ) 1 2.00 UNLIMITED
  Dortmund_Erfurt ( 192.169.2.11 192.169.2.14 ) 1 2.00 UNLIMITED
  Dortmund_Chemnitz ( 192.169.2.11 192.169.2.9 ) 1 2.00 UNLIMITED
  Dortmund_Schwerin ( 192.169.2.11 192.169.2.44 ) 1 2.00 UNLIMITED
  Dortmund_Magdeburg ( 192.169.2.11 192.169.2.33 ) 1 2.00 UNLIMITED
  Dortmund_Greifswald ( 192.169.2.11 192.169.2.21 ) 1 2.00 UNLIMITED
  Dortmund_Hamburg ( 192.169.2.11 192.169.2.22 ) 1 3.00 UNLIMITED
  Dortmund_Bremen ( 192.169.2.11 192.169.2.7 ) 1 2.00 UNLIMITED
