?SNDlib native format; type: network; version: 1.0
# network atlanta

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  172.10.1.10 ( 283.00 248.00 172.20.1.10 2)
  172.10.1.20 ( 451.00 201.00 172.20.1.20 2)
  172.10.1.30 ( 516.00 230.00 172.20.1.30 1)
  172.10.1.40 ( 324.00 43.00 172.20.1.40 1)
  172.10.1.50 ( 459.00 31.00 172.20.1.50 2)
  172.10.1.60 ( 339.00 151.00 172.20.1.60 2)
  172.10.1.70 ( 185.00 323.00 172.20.1.70 1)
  172.10.1.80 ( 384.00 298.00 172.20.1.80 1)
  172.10.1.90 ( 318.00 353.00 172.20.1.90 2)
  172.10.1.100 ( 147.00 403.00 172.20.1.100 1)
  172.10.1.110 ( 56.00 132.00 172.20.1.110 0)
  172.10.1.120 ( 253.00 466.00 172.20.1.120 0)
  172.10.1.130 ( 216.00 59.00 172.20.1.130 1)
  172.10.1.140 ( 97.00 218.00 172.20.1.140 1)
  172.10.1.150 ( 463.00 431.00 172.20.1.150 0)
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
  L1 ( 172.10.1.10 172.10.1.60 ) 11000.00 0.00 67.80 0.00 ( 1000.00 950000.00 4000.00 1090000.00 )
  L2 ( 172.10.1.10 172.10.1.70) 7000.00 0.00 67.80 0.00 ( 1000.00 875000.00 4000.00 1015000.00 )
  L3 ( 172.10.1.10 172.10.1.80 ) 4000.00 0.00 67.80 0.00 ( 1000.00 1010000.00 4000.00 1150000.00 )
  L4 ( 172.10.1.20 172.10.1.30 ) 8000.00 0.00 67.80 0.00 ( 1000.00 980000.00 4000.00 1120000.00 )
  L5 ( 172.10.1.20 172.10.1.50 ) 1000.00 0.00 67.80 0.00 ( 1000.00 1790000.00 4000.00 1930000.00 )
  L6 ( 172.10.1.20 172.10.1.60 ) 15000.00 0.00 67.80 0.00 ( 1000.00 575000.00 4000.00 715000.00 )
  L7 ( 172.10.1.30 172.10.1.50 ) 0.00 0.00 67.80 0.00 ( 1000.00 2060000.00 4000.00 2200000.00 )
  L8 ( 172.10.1.30 172.10.1.80 ) 8000.00 0.00 67.80 0.00 ( 1000.00 875000.00 4000.00 1015000.00 )
  L9 ( 172.10.1.40 172.10.1.50 ) 0.00 0.00 67.80 0.00 ( 1000.00 1295000.00 4000.00 1435000.00 )
  L10 ( 172.10.1.40 172.10.1.60 ) 4000.00 0.00 67.80 0.00 ( 1000.00 1925000.00 4000.00 2065000.00 )
  L11 ( 172.10.1.60 172.10.1.130 ) 2000.00 0.00 67.80 0.00 ( 1000.00 3200000.00 4000.00 3340000.00 )
  L12 ( 172.10.1.70 172.10.1.100 ) 5000.00 0.00 67.80 0.00 ( 1000.00 1145000.00 4000.00 1285000.00 )
  L13 ( 172.10.1.70 172.10.1.140 ) 5000.00 0.00 67.80 0.00 ( 1000.00 1445000.00 4000.00 1585000.00 )
  L14 ( 172.10.1.80 172.10.1.90 ) 3000.00 0.00 67.80 0.00 ( 1000.00 1115000.00 4000.00 1255000.00 )
  L15 ( 172.10.1.80 172.10.1.150 ) 3000.00 0.00 67.80 0.00 ( 1000.00 1190000.00 4000.00 1330000.00 )
  L16 ( 172.10.1.90 172.10.1.100 ) 2000.00 0.00 67.80 0.00 ( 1000.00 935000.00 4000.00 1075000.00 )
  L17 ( 172.10.1.90 172.10.1.120 ) 3000.00 0.00 67.80 0.00 ( 1000.00 1130000.00 4000.00 1270000.00 )
  L18 ( 172.10.1.90 172.10.1.150 ) 1000.00 0.00 67.80 0.00 ( 1000.00 1070000.00 4000.00 1210000.00 )
  L19 ( 172.10.1.100 172.10.1.120 ) 0.00 0.00 67.80 0.00 ( 1000.00 1505000.00 4000.00 1645000.00 )
  L20 ( 172.10.1.110 172.10.1.130 ) 1000.00 0.00 67.80 0.00 ( 1000.00 1085000.00 4000.00 1225000.00 )
  L21 ( 172.10.1.110 172.10.1.140 ) 1000.00 0.00 67.80 0.00 ( 1000.00 1700000.00 4000.00 1840000.00 )
  L22 ( 172.10.1.130 172.10.1.140 ) 1000.00 0.00 67.80 0.00 ( 1000.00 830000.00 4000.00 970000.00 )
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  D55 ( 172.10.1.4 172.10.1.14 ) 1 157.00 UNLIMITED
  D56 ( 172.10.1.4 172.10.1.15 ) 1 192.00 UNLIMITED
  D57 ( 172.10.1.5 172.10.1.1 ) 1 512.00 UNLIMITED
  D58 ( 172.10.1.5 172.10.1.2 ) 1 905.00 UNLIMITED
  D59 ( 172.10.1.5 172.10.1.3 ) 1 286.00 UNLIMITED
  D60 ( 172.10.1.5 172.10.1.4 ) 1 1177.00 UNLIMITED
  D61 ( 172.10.1.5 172.10.1.6 ) 1 98.00 UNLIMITED
  D62 ( 172.10.1.5 172.10.1.7 ) 1 37.00 UNLIMITED
  D63 ( 172.10.1.5 172.10.1.8 ) 1 120.00 UNLIMITED
  D64 ( 172.10.1.5 172.10.1.9 ) 1 61.00 UNLIMITED
  D65 ( 172.10.1.5 172.10.1.10 ) 1 61.00 UNLIMITED
  D66 ( 172.10.1.5 172.10.1.11 ) 1 37.00 UNLIMITED
  D67 ( 172.10.1.5 172.10.1.12 ) 1 86.00 UNLIMITED
  D68 ( 172.10.1.5 172.10.1.13 ) 1 85.00 UNLIMITED
  D69 ( 172.10.1.5 172.10.1.14 ) 1 38.00 UNLIMITED
  D70 ( 172.10.1.5 172.10.1.15 ) 1 86.00 UNLIMITED
  D71 ( 172.10.1.6 172.10.1.1 ) 1 1903.00 UNLIMITED
  D72 ( 172.10.1.6 172.10.1.2 ) 1 7275.00 UNLIMITED
  D73 ( 172.10.1.6 172.10.1.3 ) 1 298.00 UNLIMITED
  D74 ( 172.10.1.6 172.10.1.4 ) 1 1106.00 UNLIMITED
  D75 ( 172.10.1.6 172.10.1.5 ) 1 121.00 UNLIMITED
  D76 ( 172.10.1.6 172.10.1.7 ) 1 97.00 UNLIMITED
  D77 ( 172.10.1.6 172.10.1.8 ) 1 874.00 UNLIMITED
  D78 ( 172.10.1.6 172.10.1.9 ) 1 86.00 UNLIMITED
  D79 ( 172.10.1.6 172.10.1.10 ) 1 575.00 UNLIMITED
  D80 ( 172.10.1.6 172.10.1.11 ) 1 181.00 UNLIMITED
  D81 ( 172.10.1.6 172.10.1.12 ) 1 132.00 UNLIMITED
  D82 ( 172.10.1.6 172.10.1.13 ) 1 158.00 UNLIMITED
  D83 ( 172.10.1.6 172.10.1.14 ) 1 240.00 UNLIMITED
  D84 ( 172.10.1.6 172.10.1.15 ) 1 264.00 UNLIMITED
  D85 ( 172.10.1.7 172.10.1.1 ) 1 536.00 UNLIMITED
  D86 ( 172.10.1.7 172.10.1.2 ) 1 2189.00 UNLIMITED
  D87 ( 172.10.1.7 172.10.1.3 ) 1 49.00 UNLIMITED
  D88 ( 172.10.1.7 172.10.1.4 ) 1 84.00 UNLIMITED
  D89 ( 172.10.1.7 172.10.1.5 ) 1 48.00 UNLIMITED
  D90 ( 172.10.1.7 172.10.1.6 ) 1 120.00 UNLIMITED
  D91 ( 172.10.1.7 172.10.1.8 ) 1 61.00 UNLIMITED
  D92 ( 172.10.1.7 172.10.1.9 ) 1 265.00 UNLIMITED
  D93 ( 172.10.1.7 172.10.1.10 ) 1 193.00 UNLIMITED
  D94 ( 172.10.1.7 172.10.1.11 ) 1 97.00 UNLIMITED
  D95 ( 172.10.1.7 172.10.1.12 ) 1 60.00 UNLIMITED
  D96 ( 172.10.1.7 172.10.1.13 ) 1 61.00 UNLIMITED
  D97 ( 172.10.1.7 172.10.1.14 ) 1 73.00 UNLIMITED
  D98 ( 172.10.1.7 172.10.1.15 ) 1 192.00 UNLIMITED
  D99 ( 172.10.1.8 172.10.1.1 ) 1 691.00 UNLIMITED
  D100 ( 172.10.1.8 172.10.1.2 ) 1 5884.00 UNLIMITED
  D101 ( 172.10.1.8 172.10.1.3 ) 1 1368.00 UNLIMITED
  D102 ( 172.10.1.8 172.10.1.4 ) 1 192.00 UNLIMITED
  D103 ( 172.10.1.8 172.10.1.5 ) 1 143.00 UNLIMITED
  D104 ( 172.10.1.8 172.10.1.6 ) 1 1047.00 UNLIMITED
  D105 ( 172.10.1.8 172.10.1.7 ) 1 73.00 UNLIMITED
  D106 ( 172.10.1.8 172.10.1.9 ) 1 204.00 UNLIMITED
  D107 ( 172.10.1.8 172.10.1.10 ) 1 181.00 UNLIMITED
  D108 ( 172.10.1.8 172.10.1.11 ) 1 97.00 UNLIMITED
  D109 ( 172.10.1.8 172.10.1.12 ) 1 145.00 UNLIMITED
  D110 ( 172.10.1.8 172.10.1.13 ) 1 157.00 UNLIMITED
  D111 ( 172.10.1.8 172.10.1.14 ) 1 241.00 UNLIMITED
  D112 ( 172.10.1.8 172.10.1.15 ) 1 516.00 UNLIMITED
  D113 ( 172.10.1.9 172.10.1.1 ) 1 584.00 UNLIMITED
  D114 ( 172.10.1.9 172.10.1.2 ) 1 299.00 UNLIMITED
  D115 ( 172.10.1.9 172.10.1.3 ) 1 108.00 UNLIMITED
  D116 ( 172.10.1.9 172.10.1.4 ) 1 84.00 UNLIMITED
  D117 ( 172.10.1.9 172.10.1.5 ) 1 73.00 UNLIMITED
  D118 ( 172.10.1.9 172.10.1.6 ) 1 108.00 UNLIMITED
  D119 ( 172.10.1.9 172.10.1.7 ) 1 322.00 UNLIMITED
  D120 ( 172.10.1.9 172.10.1.8 ) 1 250.00 UNLIMITED
  D121 ( 172.10.1.9 172.10.1.10 ) 1 204.00 UNLIMITED
  D122 ( 172.10.1.9 172.10.1.11 ) 1 73.00 UNLIMITED
  D123 ( 172.10.1.9 172.10.1.12 ) 1 276.00 UNLIMITED
  D124 ( 172.10.1.9 172.10.1.13 ) 1 61.00 UNLIMITED
  D125 ( 172.10.1.9 172.10.1.14 ) 1 120.00 UNLIMITED
  D126 ( 172.10.1.9 172.10.1.15 ) 1 252.00 UNLIMITED
  D127 ( 172.10.1.10 172.10.1.1 ) 1 678.00 UNLIMITED
  D128 ( 172.10.1.10 172.10.1.2 ) 1 2331.00 UNLIMITED
  D129 ( 172.10.1.10 172.10.1.3 ) 1 120.00 UNLIMITED
  D130 ( 172.10.1.10 172.10.1.4 ) 1 286.00 UNLIMITED
  D131 ( 172.10.1.10 172.10.1.5 ) 1 73.00 UNLIMITED
  D132 ( 172.10.1.10 172.10.1.6 ) 1 690.00 UNLIMITED
  D133 ( 172.10.1.10 172.10.1.7 ) 1 228.00 UNLIMITED
  D134 ( 172.10.1.10 172.10.1.8 ) 1 215.00 UNLIMITED
  D135 ( 172.10.1.10 172.10.1.9 ) 1 250.00 UNLIMITED
  D136 ( 172.10.1.10 172.10.1.11 ) 1 419.00 UNLIMITED
  D137 ( 172.10.1.10 172.10.1.12 ) 1 1209.00 UNLIMITED
  D138 ( 172.10.1.10 172.10.1.13 ) 1 910.00 UNLIMITED
  D139 ( 172.10.1.10 172.10.1.14 ) 1 1137.00 UNLIMITED
  D140 ( 172.10.1.10 172.10.1.15 ) 1 670.00 UNLIMITED
  D141 ( 172.10.1.11 172.10.1.1 ) 1 298.00 UNLIMITED
  D142 ( 172.10.1.11 172.10.1.2 ) 1 905.00 UNLIMITED
  D143 ( 172.10.1.11 172.10.1.3 ) 1 120.00 UNLIMITED
  D144 ( 172.10.1.11 172.10.1.4 ) 1 180.00 UNLIMITED
  D145 ( 172.10.1.11 172.10.1.5 ) 1 49.00 UNLIMITED
  D146 ( 172.10.1.11 172.10.1.6 ) 1 215.00 UNLIMITED
  D147 ( 172.10.1.11 172.10.1.7 ) 1 120.00 UNLIMITED
  D148 ( 172.10.1.11 172.10.1.8 ) 1 120.00 UNLIMITED
  D149 ( 172.10.1.11 172.10.1.9 ) 1 84.00 UNLIMITED
  D150 ( 172.10.1.11 172.10.1.10 ) 1 500.00 UNLIMITED
  D151 ( 172.10.1.11 172.10.1.12 ) 1 240.00 UNLIMITED
  D152 ( 172.10.1.11 172.10.1.13 ) 1 612.00 UNLIMITED
  D153 ( 172.10.1.11 172.10.1.14 ) 1 384.00 UNLIMITED
  D154 ( 172.10.1.11 172.10.1.15 ) 1 157.00 UNLIMITED
  D155 ( 172.10.1.12 172.10.1.1 ) 1 833.00 UNLIMITED
  D156 ( 172.10.1.12 172.10.1.2 ) 1 1298.00 UNLIMITED
  D157 ( 172.10.1.12 172.10.1.3 ) 1 180.00 UNLIMITED
  D158 ( 172.10.1.12 172.10.1.4 ) 1 179.00 UNLIMITED
  D159 ( 172.10.1.12 172.10.1.5 ) 1 108.00 UNLIMITED
  D160 ( 172.10.1.12 172.10.1.6 ) 1 156.00 UNLIMITED
  D161 ( 172.10.1.12 172.10.1.7 ) 1 72.00 UNLIMITED
  D162 ( 172.10.1.12 172.10.1.8 ) 1 179.00 UNLIMITED
  D163 ( 172.10.1.12 172.10.1.9 ) 1 334.00 UNLIMITED
  D164 ( 172.10.1.12 172.10.1.10 ) 1 1439.00 UNLIMITED
  D165 ( 172.10.1.12 172.10.1.11 ) 1 286.00 UNLIMITED
  D166 ( 172.10.1.12 172.10.1.13 ) 1 97.00 UNLIMITED
  D167 ( 172.10.1.12 172.10.1.14 ) 1 97.00 UNLIMITED
  D168 ( 172.10.1.12 172.10.1.15 ) 1 934.00 UNLIMITED
  D169 ( 172.10.1.13 172.10.1.1 ) 1 393.00 UNLIMITED
  D170 ( 172.10.1.13 172.10.1.2 ) 1 678.00 UNLIMITED
  D171 ( 172.10.1.13 172.10.1.3 ) 1 107.00 UNLIMITED
  D172 ( 172.10.1.13 172.10.1.4 ) 1 1819.00 UNLIMITED
  D173 ( 172.10.1.13 172.10.1.5 ) 1 107.00 UNLIMITED
  D174 ( 172.10.1.13 172.10.1.6 ) 1 192.00 UNLIMITED
  D175 ( 172.10.1.13 172.10.1.7 ) 1 72.00 UNLIMITED
  D176 ( 172.10.1.13 172.10.1.8 ) 1 191.00 UNLIMITED
  D177 ( 172.10.1.13 172.10.1.9 ) 1 72.00 UNLIMITED
  D178 ( 172.10.1.13 172.10.1.10 ) 1 1082.00 UNLIMITED
  D179 ( 172.10.1.13 172.10.1.11 ) 1 727.00 UNLIMITED
  D180 ( 172.10.1.13 172.10.1.12 ) 1 121.00 UNLIMITED
  D181 ( 172.10.1.13 172.10.1.14 ) 1 313.00 UNLIMITED
  D182 ( 172.10.1.13 172.10.1.15 ) 1 193.00 UNLIMITED
  D183 ( 172.10.1.14 172.10.1.1 ) 1 1855.00 UNLIMITED
  D184 ( 172.10.1.14 172.10.1.2 ) 1 500.00 UNLIMITED
  D185 ( 172.10.1.14 172.10.1.3 ) 1 48.00 UNLIMITED
  D186 ( 172.10.1.14 172.10.1.4 ) 1 191.00 UNLIMITED
  D187 ( 172.10.1.14 172.10.1.5 ) 1 49.00 UNLIMITED
  D188 ( 172.10.1.14 172.10.1.6 ) 1 286.00 UNLIMITED
  D189 ( 172.10.1.14 172.10.1.7 ) 1 85.00 UNLIMITED
  D190 ( 172.10.1.14 172.10.1.8 ) 1 287.00 UNLIMITED
  D191 ( 172.10.1.14 172.10.1.9 ) 1 143.00 UNLIMITED
  D192 ( 172.10.1.14 172.10.1.10 ) 1 1355.00 UNLIMITED
  D193 ( 172.10.1.14 172.10.1.11 ) 1 464.00 UNLIMITED
  D194 ( 172.10.1.14 172.10.1.12 ) 1 120.00 UNLIMITED
  D195 ( 172.10.1.14 172.10.1.13 ) 1 370.00 UNLIMITED
  D196 ( 172.10.1.14 172.10.1.15 ) 1 97.00 UNLIMITED
  D197 ( 172.10.1.15 172.10.1.1 ) 1 833.00 UNLIMITED
  D198 ( 172.10.1.15 172.10.1.2 ) 1 2212.00 UNLIMITED
  D199 ( 172.10.1.15 172.10.1.3 ) 1 512.00 UNLIMITED
  D200 ( 172.10.1.15 172.10.1.4 ) 1 227.00 UNLIMITED
  D201 ( 172.10.1.15 172.10.1.5 ) 1 108.00 UNLIMITED
  D202 ( 172.10.1.15 172.10.1.6 ) 1 321.00 UNLIMITED
  D203 ( 172.10.1.15 172.10.1.7 ) 1 227.00 UNLIMITED
  D204 ( 172.10.1.15 172.10.1.8 ) 1 619.00 UNLIMITED
  D205 ( 172.10.1.15 172.10.1.9 ) 1 299.00 UNLIMITED
  D206 ( 172.10.1.15 172.10.1.10 ) 1 797.00 UNLIMITED
  D207 ( 172.10.1.15 172.10.1.11 ) 1 191.00 UNLIMITED
  D208 ( 172.10.1.15 172.10.1.12 ) 1 1118.00 UNLIMITED
  D209 ( 172.10.1.15 172.10.1.13 ) 1 228.00 UNLIMITED
  D210 ( 172.10.1.15 172.10.1.14 ) 1 120.00 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
